x,y,count
4,26,2385828
4,27,2390345
4,28,2389339
4,29,2387734
4,30,2385014
4,31,2384844
4,32,2380358
4,33,2379264
4,34,2379326
4,35,2378994
4,36,2377145
4,37,2376813
4,38,2374539
4,39,2373126
4,40,2375858
4,41,2372407
4,42,2370854
4,43,2367837
4,44,2368552
4,45,2365644
4,46,2364953
4,47,2364162
4,48,2362021
4,49,2361233
4,50,2365040
4,51,2361545
4,52,2361655
4,53,2362217
4,54,2362026
4,55,2362976
4,56,2361943
4,57,2360459
4,58,2357501
4,59,2362033
4,60,2359800
4,61,2356256
4,62,2357683
4,63,2357134
4,64,2357215
4,65,2355563
4,66,2355102
4,67,2353827
4,68,2350805
4,69,2345872
4,70,2350827
4,71,2351886
4,72,2354121
4,73,2352763
4,74,2352261
4,75,2354180
4,76,2353777
4,77,2353629
4,78,2353818
4,79,2354923
4,80,2354360
4,81,2356606
4,82,2355180
4,83,2354169
4,84,2354470
4,85,2351984
4,86,2352898
4,87,2349517
4,88,2349314
4,89,2347626
4,90,2349150
4,91,2345393
4,92,2347181
4,93,2345864
4,94,2348287
4,95,2344275
4,96,2346466
4,97,2347937
4,98,2349980
4,99,1471010
5,0,1500818
5,1,2403516
5,2,2405931
5,3,2405130
5,4,2407492
5,5,2405477
5,6,2405917
5,7,2404373
5,8,2399285
5,9,2401656
5,10,2401990
5,11,2400598
5,12,2397802
5,13,2394078
5,14,2396244
5,15,2398061
5,16,2393724
5,17,2395813
5,18,2393050
5,19,2393690
5,20,2394861
5,21,2398391
5,22,2393410
5,23,2392294
5,24,2388772
5,25,2388055
5,26,2389883
5,27,2387371
5,28,2388655
5,29,2385780
5,30,2385224
5,31,2384247
5,32,2383345
5,33,2377490
5,34,2378066
5,35,2376441
5,36,2377855
5,37,2376047
5,38,2372597
5,39,2373931
5,40,2371887
5,41,2372491
5,42,2370687
5,43,2366367
5,44,2364383
5,45,2365286
5,46,2363917
5,47,2365670
5,48,2364474
5,49,2363863
5,50,2364333
5,51,2361488
5,52,2363620
5,53,2361924
5,54,2360705
5,55,2362931
5,56,2361545
5,57,2359216
5,58,2358340
5,59,2358301
5,60,2357130
5,61,2354359
5,62,2357113
5,63,2357198
5,64,2356873
5,65,2355244
5,66,2356236
5,67,2358129
5,68,2350013
5,69,2349688
5,70,2353584
5,71,2351857
5,72,2351710
5,73,2352237
5,74,2355269
5,75,2353672
5,76,2356068
5,77,2355238
5,78,2354348
5,79,2354164
5,80,2354147
5,81,2354226
5,82,2357433
5,83,2356689
5,84,2354803
5,85,2354619
5,86,2352817
5,87,2350711
5,88,2349912
5,89,2348783
5,90,2346136
5,91,2348253
5,92,2344521
5,93,2347631
5,94,2346641
5,95,2346381
5,96,2345263
5,97,2347121
5,98,2349754
5,99,1468180
6,0,1502315
6,1,2404708
6,2,2407006
6,3,2407887
6,4,2405748
6,5,2406291
6,6,2404307
6,7,2404829
6,8,2401097
6,9,2402479
6,10,2401356
6,11,2400793
6,12,2395544
6,13,2396088
6,14,2397138
6,15,2396335
6,16,2399396
6,17,2396376
6,18,2393548
6,19,2393905
6,20,2394812
6,21,2395097
6,22,2393675
6,23,2388641
6,24,2388838
6,25,2387886
6,26,2387777
6,27,2388163
6,28,2387523
6,29,2384090
6,30,2383663
6,31,2383330
6,32,2380711
6,33,2377481
6,34,2376075
6,35,2376532
6,36,2376357
6,37,2373766
6,38,2374369
6,39,2371833
6,40,2373206
6,41,2369798
6,42,2368737
6,43,2370393
6,44,2363847
6,45,2368265
6,46,2366858
6,47,2363366
6,48,2363905
6,49,2363569
6,50,2362986
6,51,2364280
6,52,2361176
6,53,2363589
6,54,2363812
6,55,2363346
6,56,2360472
6,57,2360133
6,58,2358744
6,59,2357352
6,60,2351831
6,61,2354688
6,62,2356142
6,63,2357523
6,64,2355761
6,65,2355700
6,66,2359162
6,67,2360930
6,68,2356569
6,69,2357055
6,70,2354662
6,71,2355785
6,72,2353651
6,73,2356324
6,74,2353690
6,75,2356908
6,76,2353395
6,77,2353360
6,78,2354040
6,79,2353300
6,80,2356098
6,81,2354234
6,82,2354330
6,83,2353395
6,84,2354279
6,85,2354479
6,86,2351956
6,87,2349329
6,88,2348416
6,89,2351756
6,90,2351913
6,91,2348935
6,92,2349599
6,93,2347143
6,94,2348671
6,95,2347257
6,96,2346168
6,97,2347659
6,98,2349026
6,99,1468752
7,0,1505217
7,1,2408715
7,2,2407073
7,3,2404029
7,4,2408186
7,5,2405312
7,6,2405414
7,7,2401824
7,8,2401513
7,9,2402020
7,10,2401927
7,11,2400358
7,12,2396806
7,13,2396245
7,14,2395065
7,15,2396363
7,16,2397405
7,17,2394755
7,18,2394483
7,19,2393827
7,20,2394248
7,21,2394002
7,22,2391818
7,23,2388072
7,24,2387693
7,25,2389723
7,26,2388441
7,27,2386204
7,28,2383582
7,29,2383244
7,30,2381392
7,31,2380522
7,32,2378213
7,33,2376971
7,34,2377098
7,35,2376591
7,36,2375869
7,37,2374293
7,38,2374139
7,39,2374288
7,40,2371911
7,41,2369943
7,42,2368071
7,43,2367741
7,44,2366241
7,45,2369188
7,46,2363919
7,47,2364836
7,48,2364618
7,49,2363982
7,50,2362055
7,51,2361352
7,52,2362535
7,53,2361589
7,54,2362893
7,55,2361061
7,56,2360874
7,57,2357448
7,58,2358344
7,59,2358561
7,60,2357169
7,61,2355680
7,62,2356504
7,63,2353115
7,64,2355448
7,65,2359839
7,66,2355110
7,67,2357812
7,68,2358437
7,69,2359114
7,70,2358047
7,71,2357689
7,72,2358851
7,73,2358200
7,74,2355985
7,75,2357223
7,76,2355390
7,77,2356248
7,78,2354930
7,79,2354328
7,80,2352614
7,81,2356402
7,82,2354045
7,83,2352870
7,84,2352442
7,85,2354694
7,86,2351750
7,87,2350104
7,88,2346385
7,89,2349554
7,90,2351208
7,91,2353758
7,92,2348612
7,93,2350066
7,94,2349465
7,95,2349034
7,96,2346218
7,97,2348521
7,98,2348778
7,99,1466822
8,0,1505051
8,1,2408935
8,2,2406809
8,3,2404982
8,4,2406561
8,5,2406605
8,6,2405009
8,7,2399769
8,8,2400185
8,9,2402218
8,10,2402229
8,11,2400745
8,12,2401223
8,13,2400306
8,14,2398766
8,15,2398855
8,16,2396103
8,17,2395748
8,18,2394080
8,19,2393606
8,20,2391620
8,21,2392154
8,22,2392769
8,23,2390762
8,24,2387940
8,25,2390281
8,26,2386667
8,27,2384750
8,28,2382233
8,29,2381076
8,30,2377052
8,31,2379628
8,32,2378927
8,33,2378720
8,34,2374969
8,35,2378222
8,36,2375883
8,37,2373739
8,38,2373417
8,39,2369173
8,40,2370464
8,41,2366756
8,42,2364577
8,43,2367062
8,44,2366174
8,45,2366058
8,46,2365731
8,47,2363807
8,48,2364313
8,49,2362515
8,50,2358263
8,51,2359520
8,52,2359858
8,53,2357923
8,54,2357654
8,55,2360094
8,56,2358542
8,57,2356318
8,58,2354739
8,59,2360278
8,60,2357926
8,61,2355309
8,62,2354445
8,63,2356077
8,64,2355618
8,65,2358436
8,66,2357488
8,67,2354849
8,68,2356756
8,69,2359815
8,70,2357434
8,71,2355392
8,72,2357156
8,73,2356417
8,74,2357519
8,75,2358643
8,76,2354464
8,77,2355544
8,78,2357623
8,79,2355239
8,80,2355263
8,81,2355129
8,82,2358748
8,83,2353955
8,84,2354457
8,85,2352452
8,86,2349920
8,87,2350887
8,88,2349356
8,89,2349382
8,90,2355861
8,91,2352383
8,92,2350610
8,93,2352968
8,94,2350097
8,95,2348781
8,96,2348933
8,97,2352485
8,98,2346967
8,99,1466671
9,0,1504787
9,1,2402983
9,2,2406079
9,3,2404175
9,4,2401502
9,5,2406313
9,6,2406286
9,7,2403999
9,8,2401620
9,9,2402345
9,10,2401254
9,11,2400352
9,12,2403084
9,13,2401315
9,14,2400083
9,15,2400235
9,16,2398919
9,17,2395509
9,18,2397114
9,19,2394066
9,20,2395176
9,21,2394350
9,22,2393505
9,23,2390988
9,24,2393315
9,25,2389200
9,26,2388990
9,27,2384749
9,28,2383076
9,29,2380290
9,30,2383828
9,31,2382853
9,32,2378743
9,33,2378674
9,34,2376865
9,35,2379224
9,36,2373009
9,37,2371519
9,38,2371028
9,39,2370595
9,40,2368972
9,41,2365207
9,42,2363613
9,43,2362053
9,44,2366364
9,45,2364952
9,46,2363990
9,47,2358998
9,48,2362550
9,49,2360319
9,50,2360819
9,51,2356555
9,52,2355820
9,53,2355246
9,54,2359740
9,55,2357553
9,56,2356470
9,57,2357350
9,58,2356948
9,59,2359235
9,60,2358083
9,61,2354342
9,62,2354962
9,63,2354561
9,64,2355067
9,65,2353327
9,66,2356176
9,67,2355887
9,68,2359515
9,69,2358890
9,70,2356260
9,71,2356295
9,72,2355370
9,73,2355135
9,74,2355502
9,75,2354969
9,76,2356791
9,77,2359015
9,78,2359531
9,79,2358786
9,80,2355472
9,81,2356374
9,82,2353711
9,83,2357002
9,84,2354988
9,85,2353093
9,86,2351442
9,87,2352326
9,88,2351180
9,89,2353741
9,90,2354546
9,91,2351133
9,92,2350303
9,93,2352272
9,94,2353785
9,95,2348372
9,96,2347167
9,97,2349487
9,98,2351189
9,99,1468289
10,0,1501715
10,1,2404730
10,2,2404869
10,3,2403101
10,4,2403759
10,5,2405282
10,6,2404673
10,7,2404564
10,8,2403579
10,9,2403383
10,10,2401735
10,11,2401768
10,12,2401940
10,13,2401488
10,14,2402471
10,15,2397654
10,16,2399866
10,17,2402362
10,18,2398251
10,19,2397578
10,20,2395979
10,21,2392838
10,22,2395437
10,23,2392986
10,24,2394180
10,25,2393378
10,26,2388624
10,27,2385609
10,28,2385583
10,29,2383938
10,30,2382647
10,31,2380557
10,32,2379135
10,33,2375337
10,34,2377589
10,35,2375482
10,36,2371620
10,37,2368325
10,38,2370871
10,39,2368561
10,40,2368048
10,41,2364029
10,42,2363444
10,43,2363874
10,44,2361349
10,45,2363858
10,46,2360453
10,47,2360155
10,48,2359021
10,49,2356880
10,50,2356178
10,51,2356730
10,52,2354271
10,53,2351378
10,54,2354875
10,55,2356528
10,56,2355530
10,57,2361421
10,58,2358951
10,59,2356049
10,60,2355285
10,61,2350338
10,62,2352375
10,63,2353076
10,64,2352044
10,65,2351682
10,66,2358748
10,67,2357087
10,68,2356628
10,69,2357798
10,70,2354925
10,71,2358265
10,72,2356196
10,73,2353632
10,74,2352683
10,75,2353730
10,76,2356046
10,77,2355910
10,78,2356938
10,79,2356882
10,80,2355808
10,81,2355168
10,82,2360401
10,83,2354825
10,84,2354248
10,85,2353902
10,86,2352142
10,87,2351039
10,88,2351884
10,89,2353826
10,90,2351674
10,91,2354725
10,92,2351417
10,93,2352057
10,94,2351177
10,95,2352001
10,96,2348333
10,97,2348240
10,98,2351366
10,99,1470113
11,0,1501715
11,1,2404840
11,2,2403979
11,3,2404916
11,4,2403872
11,5,2401052
11,6,2404849
11,7,2403424
11,8,2401387
11,9,2402835
11,10,2402431
11,11,2402075
11,12,2401688
11,13,2405003
11,14,2401335
11,15,2399789
11,16,2398648
11,17,2400275
11,18,2400176
11,19,2400693
11,20,2398273
11,21,2396328
11,22,2396724
11,23,2394115
11,24,2391975
11,25,2393164
11,26,2387961
11,27,2384346
11,28,2387071
11,29,2380896
11,30,2380419
11,31,2379840
11,32,2376981
11,33,2375594
11,34,2373889
11,35,2374700
11,36,2369935
11,37,2369008
11,38,2369653
11,39,2369440
11,40,2365111
11,41,2366136
11,42,2363370
11,43,2362665
11,44,2362201
11,45,2360858
11,46,2360829
11,47,2358382
11,48,2358817
11,49,2355362
11,50,2354049
11,51,2353646
11,52,2356625
11,53,2353348
11,54,2353167
11,55,2354938
11,56,2355818
11,57,2359132
11,58,2357647
11,59,2357571
11,60,2353850
11,61,2352343
11,62,2349146
11,63,2352687
11,64,2352728
11,65,2353069
11,66,2355380
11,67,2356857
11,68,2358948
11,69,2357814
11,70,2354858
11,71,2356166
11,72,2357992
11,73,2355839
11,74,2354383
11,75,2352422
11,76,2351470
11,77,2353596
11,78,2353557
11,79,2356161
11,80,2355393
11,81,2355908
11,82,2358416
11,83,2357181
11,84,2354232
11,85,2355039
11,86,2351202
11,87,2352333
11,88,2352261
11,89,2354040
11,90,2355213
11,91,2351678
11,92,2352288
11,93,2352074
11,94,2349983
11,95,2347674
11,96,2344979
11,97,2347850
11,98,2350204
11,99,1471082
12,0,1501807
12,1,2401702
12,2,2404466
12,3,2403805
12,4,2404329
12,5,2405235
12,6,2403728
12,7,2403764
12,8,2405901
12,9,2404289
12,10,2402368
12,11,2402431
12,12,2403258
12,13,2401755
12,14,2402142
12,15,2399941
12,16,2401030
12,17,2402615
12,18,2399520
12,19,2403576
12,20,2402208
12,21,2399240
12,22,2396485
12,23,2394764
12,24,2393627
12,25,2394162
12,26,2389661
12,27,2385611
12,28,2385355
12,29,2383001
12,30,2382234
12,31,2378117
12,32,2378201
12,33,2375904
12,34,2373798
12,35,2374737
12,36,2371672
12,37,2370810
12,38,2367400
12,39,2370189
12,40,2368115
12,41,2366019
12,42,2362895
12,43,2360895
12,44,2364520
12,45,2361432
12,46,2356868
12,47,2356973
12,48,2357668
12,49,2359734
12,50,2358546
12,51,2356400
12,52,2352030
12,53,2350534
12,54,2353839
12,55,2354770
12,56,2354024
12,57,2355435
12,58,2353913
12,59,2354823
12,60,2353422
12,61,2352906
12,62,2353834
12,63,2350656
12,64,2350238
12,65,2353615
12,66,2355552
12,67,2356486
12,68,2357436
12,69,2358852
12,70,2356081
12,71,2357339
12,72,2355324
12,73,2354647
12,74,2353996
12,75,2351952
12,76,2351788
12,77,2351401
12,78,2351156
12,79,2350257
12,80,2353130
12,81,2357127
12,82,2357128
12,83,2358262
12,84,2355731
12,85,2354048
12,86,2354769
12,87,2349924
12,88,2351953
12,89,2354968
12,90,2354277
12,91,2349638
12,92,2352209
12,93,2354551
12,94,2351872
12,95,2346873
12,96,2343826
12,97,2349192
12,98,2350039
12,99,1471413
13,0,1499765
13,1,2404628
13,2,2406209
13,3,2404227
13,4,2405488
13,5,2406132
13,6,2404093
13,7,2401852
13,8,2404183
13,9,2406993
13,10,2404524
13,11,2402754
13,12,2402525
13,13,2404563
13,14,2404187
13,15,2403015
13,16,2405539
13,17,2402676
13,18,2403479
13,19,2403571
13,20,2403207
13,21,2401920
13,22,2394375
13,23,2396809
13,24,2396312
13,25,2392575
13,26,2388141
13,27,2385733
13,28,2387276
13,29,2385150
13,30,2380563
13,31,2377404
13,32,2377945
13,33,2376285
13,34,2376239
13,35,2372880
13,36,2373012
13,37,2369961
13,38,2366861
13,39,2366444
13,40,2365155
13,41,2364816
13,42,2360949
13,43,2359252
13,44,2361398
13,45,2359965
13,46,2360682
13,47,2357873
13,48,2355843
13,49,2356943
13,50,2357814
13,51,2357562
13,52,2353353
13,53,2352398
13,54,2352936
13,55,2353973
13,56,2355363
13,57,2350665
13,58,2353766
13,59,2354213
13,60,2353559
13,61,2353928
13,62,2355139
13,63,2355430
13,64,2352132
13,65,2354356
13,66,2357358
13,67,2355509
13,68,2357501
13,69,2355327
13,70,2356458
13,71,2354496
13,72,2355401
13,73,2354024
13,74,2352288
13,75,2350207
13,76,2350434
13,77,2348514
13,78,2353055
13,79,2351470
13,80,2349216
13,81,2356514
13,82,2354894
13,83,2357814
13,84,2354163
13,85,2355773
13,86,2353040
13,87,2353117
13,88,2352426
13,89,2353984
13,90,2347814
13,91,2352504
13,92,2349723
13,93,2353334
13,94,2349534
13,95,2349173
13,96,2346725
13,97,2344979
13,98,2350968
13,99,1468578
14,0,1504145
14,1,2404895
14,2,2406309
14,3,2407207
14,4,2403906
14,5,2405897
14,6,2404994
14,7,2404401
14,8,2404250
14,9,2407524
14,10,2406017
14,11,2405913
14,12,2405443
14,13,2404815
14,14,2404932
14,15,2405875
14,16,2405823
14,17,2405108
14,18,2399843
14,19,2403956
14,20,2403721
14,21,2401486
14,22,2399876
14,23,2398990
14,24,2394892
14,25,2395147
14,26,2393643
14,27,2390575
14,28,2384281
14,29,2384188
14,30,2381040
14,31,2378202
14,32,2378138
14,33,2377587
14,34,2372573
14,35,2373384
14,36,2371399
14,37,2369584
14,38,2367721
14,39,2365136
14,40,2364725
14,41,2362088
14,42,2360766
14,43,2357669
14,44,2358692
14,45,2357352
14,46,2357193
14,47,2356373
14,48,2356442
14,49,2354354
14,50,2353904
14,51,2354638
14,52,2351401
14,53,2350534
14,54,2351603
14,55,2354011
14,56,2353938
14,57,2354039
14,58,2353887
14,59,2354473
14,60,2356325
14,61,2353962
14,62,2353254
14,63,2351991
14,64,2352385
14,65,2355999
14,66,2358327
14,67,2358197
14,68,2356294
14,69,2354573
14,70,2354012
14,71,2353569
14,72,2356260
14,73,2354579
14,74,2351260
14,75,2350844
14,76,2349573
14,77,2355589
14,78,2352398
14,79,2351382
14,80,2351634
14,81,2352590
14,82,2354144
14,83,2353180
14,84,2355892
14,85,2356465
14,86,2354937
14,87,2354086
14,88,2352070
14,89,2352065
14,90,2349628
14,91,2349485
14,92,2350180
14,93,2348419
14,94,2350593
14,95,2351675
14,96,2348256
14,97,2348566
14,98,2348257
14,99,1466769
15,0,1504986
15,1,2409170
15,2,2407400
15,3,2408361
15,4,2405332
15,5,2406534
15,6,2405717
15,7,2405233
15,8,2406735
15,9,2404720
15,10,2408015
15,11,2409194
15,12,2408641
15,13,2404582
15,14,2403843
15,15,2402974
15,16,2404977
15,17,2403631
15,18,2400712
15,19,2400961
15,20,2402162
15,21,2402766
15,22,2400422
15,23,2394236
15,24,2394886
15,25,2393213
15,26,2389621
15,27,2388326
15,28,2386132
15,29,2380060
15,30,2382709
15,31,2379675
15,32,2379876
15,33,2378041
15,34,2370265
15,35,2369869
15,36,2367547
15,37,2368646
15,38,2363385
15,39,2364148
15,40,2363785
15,41,2363099
15,42,2359039
15,43,2357577
15,44,2356401
15,45,2357292
15,46,2357160
15,47,2357421
15,48,2354258
15,49,2353549
15,50,2353472
15,51,2351412
15,52,2353747
15,53,2353088
15,54,2352536
15,55,2354355
15,56,2351130
15,57,2354996
15,58,2355945
15,59,2355643
15,60,2356010
15,61,2356394
15,62,2354748
15,63,2353386
15,64,2353708
15,65,2355756
15,66,2358578
15,67,2358874
15,68,2358942
15,69,2356095
15,70,2355068
15,71,2354924
15,72,2352724
15,73,2350371
15,74,2350670
15,75,2348768
15,76,2352782
15,77,2351345
15,78,2353257
15,79,2355271
15,80,2351289
15,81,2354345
15,82,2348951
15,83,2353453
15,84,2354403
15,85,2355160
15,86,2352510
15,87,2352041
15,88,2351370
15,89,2353552
15,90,2348919
15,91,2347928
15,92,2346607
15,93,2350361
15,94,2348942
15,95,2350210
15,96,2349354
15,97,2348604
15,98,2346148
15,99,1465002
16,0,1507449
16,1,2410230
16,2,2409885
16,3,2408951
16,4,2407742
16,5,2404203
16,6,2402930
16,7,2404432
16,8,2405961
16,9,2406905
16,10,2410017
16,11,2408600
16,12,2410050
16,13,2408986
16,14,2404152
16,15,2403735
16,16,2404513
16,17,2404303
16,18,2401730
16,19,2404267
16,20,2402594
16,21,2401390
16,22,2400753
16,23,2397466
16,24,2392156
16,25,2392388
16,26,2390300
16,27,2386959
16,28,2385940
16,29,2383758
16,30,2380131
16,31,2379676
16,32,2377627
16,33,2374139
16,34,2372276
16,35,2367996
16,36,2365942
16,37,2367489
16,38,2360879
16,39,2359787
16,40,2357996
16,41,2359988
16,42,2356718
16,43,2356238
16,44,2356636
16,45,2357239
16,46,2354562
16,47,2352936
16,48,2354580
16,49,2353338
16,50,2352490
16,51,2351689
16,52,2352866
16,53,2353990
16,54,2352274
16,55,2351622
16,56,2350050
16,57,2353067
16,58,2354786
16,59,2357513
16,60,2356977
16,61,2355639
16,62,2355475
16,63,2356445
16,64,2357177
16,65,2355367
16,66,2356027
16,67,2359901
16,68,2358045
16,69,2355853
16,70,2353852
16,71,2353743
16,72,2352219
16,73,2351379
16,74,2349876
16,75,2350098
16,76,2349273
16,77,2350793
16,78,2352368
16,79,2355076
16,80,2353470
16,81,2351658
16,82,2348966
16,83,2350306
16,84,2351074
16,85,2351078
16,86,2352986
16,87,2351176
16,88,2351266
16,89,2353792
16,90,2349858
16,91,2348628
16,92,2346994
16,93,2350260
16,94,2351788
16,95,2350858
16,96,2348580
16,97,2347193
16,98,2346518
16,99,1464762
17,0,1506106
17,1,2412563
17,2,2410274
17,3,2407666
17,4,2404067
17,5,2405535
17,6,2405880
17,7,2404134
17,8,2404183
17,9,2407926
17,10,2408699
17,11,2405807
17,12,2408771
17,13,2409267
17,14,2408042
17,15,2408045
17,16,2406148
17,17,2405431
17,18,2405303
17,19,2402936
17,20,2401164
17,21,2403061
17,22,2402973
17,23,2401598
17,24,2397891
17,25,2393354
17,26,2391179
17,27,2387161
17,28,2384217
17,29,2383481
17,30,2378682
17,31,2378554
17,32,2376447
17,33,2372472
17,34,2370032
17,35,2367928
17,36,2364708
17,37,2360449
17,38,2361243
17,39,2358096
17,40,2354982
17,41,2355405
17,42,2355880
17,43,2357267
17,44,2354144
17,45,2355081
17,46,2353769
