x,y,count
7,10,3246160
7,11,3244780
7,12,3245245
7,13,3240369
7,14,3239238
7,15,3235145
7,16,3233208
7,17,3230178
7,18,3228896
7,19,3234239
7,20,3233072
7,21,3231929
7,22,3230949
7,23,3229551
7,24,3227308
7,25,3221435
7,26,3220681
7,27,3227383
7,28,3223213
7,29,3222229
7,30,3217495
7,31,3216420
7,32,3217373
7,33,3213992
7,34,3208969
7,35,3207086
7,36,3200482
7,37,3197084
7,38,3199021
7,39,3196071
7,40,3195647
7,41,3191547
7,42,3189591
7,43,3186647
7,44,3187007
7,45,3188398
7,46,3188338
7,47,3185106
7,48,3183182
7,49,3180361
7,50,3182494
7,51,3184735
7,52,3183487
7,53,3183062
7,54,3180335
7,55,3187194
7,56,3190348
7,57,3187320
7,58,3182576
7,59,3179744
7,60,3176318
7,61,3175837
7,62,3173542
7,63,3176732
7,64,3176424
7,65,3173345
7,66,3175721
7,67,3177872
7,68,3180045
7,69,3177438
7,70,3176918
7,71,3176619
7,72,3181415
7,73,3179506
7,74,3177524
7,75,3178880
7,76,3178444
7,77,3177821
7,78,3175000
7,79,3178743
7,80,3179992
7,81,3181910
7,82,3179558
7,83,3178716
7,84,3176045
7,85,3179324
7,86,3178959
7,87,3181495
7,88,3181254
7,89,3175294
7,90,3179647
7,91,3180225
7,92,3178660
7,93,3181613
7,94,3182531
7,95,3184543
7,96,3183796
7,97,3181439
7,98,3183854
7,99,2388469
8,0,2432818
8,1,3246219
8,2,3248854
8,3,3247572
8,4,3246802
8,5,3244879
8,6,3242943
8,7,3246829
8,8,3244030
8,9,3243443
8,10,3245342
8,11,3246062
8,12,3243608
8,13,3241532
8,14,3239253
8,15,3236744
8,16,3235574
8,17,3234134
8,18,3235161
8,19,3237617
8,20,3237123
8,21,3235203
8,22,3229852
8,23,3229821
8,24,3229980
8,25,3224485
8,26,3222528
8,27,3227075
8,28,3227486
8,29,3226030
8,30,3219220
8,31,3214091
8,32,3217701
8,33,3214141
8,34,3209783
8,35,3208425
8,36,3205279
8,37,3201080
8,38,3199313
8,39,3198745
8,40,3194573
8,41,3188451
8,42,3187057
8,43,3184863
8,44,3188929
8,45,3187551
8,46,3185721
8,47,3188065
8,48,3184863
8,49,3183065
8,50,3184200
8,51,3181817
8,52,3180817
8,53,3180541
8,54,3181999
8,55,3185008
8,56,3184901
8,57,3181156
8,58,3177347
8,59,3174622
8,60,3175394
8,61,3176472
8,62,3171689
8,63,3175043
8,64,3176306
8,65,3173349
8,66,3175221
8,67,3178077
8,68,3176933
8,69,3176475
8,70,3179259
8,71,3176849
8,72,3179173
8,73,3178973
8,74,3178443
8,75,3181659
8,76,3181284
8,77,3178410
8,78,3175568
8,79,3179078
8,80,3183962
8,81,3182627
8,82,3178563
8,83,3179308
8,84,3178452
8,85,3179252
8,86,3178358
8,87,3177879
8,88,3181354
8,89,3174155
8,90,3176461
8,91,3177463
8,92,3176658
8,93,3179575
8,94,3182345
8,95,3183508
8,96,3182449
8,97,3180322
8,98,3180675
8,99,2385601
9,0,2429925
9,1,3245446
9,2,3248707
9,3,3248400
9,4,3245381
9,5,3242864
9,6,3239708
9,7,3245572
9,8,3244915
9,9,3243282
9,10,3244021
9,11,3245580
9,12,3243323
9,13,3243124
9,14,3239584
9,15,3236445
9,16,3236601
9,17,3232852
9,18,3235396
9,19,3237278
9,20,3238271
9,21,3235038
9,22,3230398
9,23,3231454
9,24,3230557
9,25,3228177
9,26,3229067
9,27,3224335
9,28,3219937
9,29,3220824
9,30,3218097
9,31,3215106
9,32,3216325
9,33,3213821
9,34,3206290
9,35,3204185
9,36,3201540
9,37,3198883
9,38,3194398
9,39,3196245
9,40,3195155
9,41,3189105
9,42,3189694
9,43,3186845
9,44,3187207
9,45,3187213
9,46,3184248
9,47,3185521
9,48,3183179
9,49,3182841
9,50,3182491
9,51,3180690
9,52,3181940
9,53,3180358
9,54,3181952
9,55,3180927
9,56,3179861
9,57,3178137
9,58,3177775
9,59,3176237
9,60,3176223
9,61,3174827
9,62,3175063
9,63,3173681
9,64,3174674
9,65,3173454
9,66,3176097
9,67,3176439
9,68,3176438
9,69,3180925
9,70,3180551
9,71,3176903
9,72,3177875
9,73,3179295
9,74,3178596
9,75,3180630
9,76,3180999
9,77,3177734
9,78,3178216
9,79,3180660
9,80,3183298
9,81,3181635
9,82,3180264
9,83,3177018
9,84,3179926
9,85,3175579
9,86,3176670
9,87,3176319
9,88,3177241
9,89,3176861
9,90,3177786
9,91,3180752
9,92,3178729
9,93,3180454
9,94,3183579
9,95,3180500
9,96,3179613
9,97,3181912
9,98,3181784
9,99,2384205
10,0,2430512
10,1,3246053
10,2,3250011
10,3,3251200
10,4,3247369
10,5,3247238
10,6,3245938
10,7,3246672
10,8,3246675
10,9,3248261
10,10,3245385
10,11,3246564
10,12,3246263
10,13,3243691
10,14,3242408
10,15,3236804
10,16,3237701
10,17,3237047
10,18,3239672
10,19,3237837
10,20,3239631
10,21,3239405
10,22,3235423
10,23,3235384
10,24,3232352
10,25,3230846
10,26,3231239
10,27,3229966
10,28,3222771
10,29,3220506
10,30,3214469
10,31,3215189
10,32,3212029
10,33,3209289
10,34,3203325
10,35,3199748
10,36,3196827
10,37,3194881
10,38,3194851
10,39,3194610
10,40,3194047
10,41,3188893
10,42,3185332
10,43,3183673
10,44,3185568
10,45,3187229
10,46,3180450
10,47,3178751
10,48,3180486
10,49,3181034
10,50,3178914
10,51,3179997
10,52,3182448
10,53,3178649
10,54,3179004
10,55,3179566
10,56,3179511
10,57,3177047
10,58,3176028
10,59,3177603
10,60,3178963
10,61,3175831
10,62,3175192
10,63,3173349
10,64,3174453
10,65,3173699
10,66,3176582
10,67,3177569
10,68,3177210
10,69,3176156
10,70,3176235
10,71,3174912
10,72,3172082
10,73,3174411
10,74,3175462
10,75,3180328
10,76,3183236
10,77,3180237
10,78,3179339
10,79,3180667
10,80,3183491
10,81,3181020
10,82,3180906
10,83,3177909
10,84,3177348
10,85,3174660
10,86,3177143
10,87,3180101
10,88,3175778
10,89,3176323
10,90,3178196
10,91,3183464
10,92,3181240
10,93,3180158
10,94,3183571
10,95,3180206
10,96,3178682
10,97,3181291
10,98,3179610
10,99,2384142
11,0,2434416
11,1,3247741
11,2,3247100
11,3,3245882
11,4,3244846
11,5,3243369
11,6,3243022
11,7,3245523
11,8,3247060
11,9,3247999
11,10,3248513
11,11,3247477
11,12,3250006
11,13,3247168
11,14,3243371
11,15,3238218
11,16,3236552
11,17,3239694
11,18,3241603
11,19,3238152
11,20,3241432
11,21,3240813
11,22,3236158
11,23,3235014
11,24,3229129
11,25,3228683
11,26,3225801
11,27,3226877
11,28,3222550
11,29,3220513
11,30,3214472
11,31,3215593
11,32,3212380
11,33,3209396
11,34,3205992
11,35,3201259
11,36,3198515
11,37,3193819
11,38,3193071
11,39,3194057
11,40,3194155
11,41,3187145
11,42,3180794
11,43,3181953
11,44,3183102
11,45,3184280
11,46,3179433
11,47,3176465
11,48,3182000
11,49,3179951
11,50,3175579
11,51,3175612
11,52,3181125
11,53,3179856
11,54,3176421
11,55,3176786
11,56,3175829
11,57,3174511
11,58,3174280
11,59,3173454
11,60,3175107
11,61,3173375
11,62,3173681
11,63,3172152
11,64,3176898
11,65,3173756
11,66,3173480
11,67,3175261
11,68,3178002
11,69,3178486
11,70,3177388
11,71,3178703
11,72,3177372
11,73,3178658
11,74,3174404
11,75,3178337
11,76,3182935
11,77,3186285
11,78,3187017
11,79,3183906
11,80,3183818
11,81,3182677
11,82,3180957
11,83,3178549
11,84,3179473
11,85,3177070
11,86,3178427
11,87,3182173
11,88,3179241
11,89,3178373
11,90,3178670
11,91,3179847
11,92,3177937
11,93,3180226
11,94,3180612
11,95,3179671
11,96,3178628
11,97,3181389
11,98,3181438
11,99,2385558
12,0,2440311
12,1,3249728
12,2,3247614
12,3,3246438
12,4,3250405
12,5,3247774
12,6,3243049
12,7,3242030
12,8,3244798
12,9,3250757
12,10,3255885
12,11,3252403
12,12,3249724
12,13,3248679
12,14,3244310
12,15,3241425
12,16,3239058
12,17,3242787
12,18,3245367
12,19,3242153
12,20,3245013
12,21,3246351
12,22,3239703
12,23,3235909
12,24,3230806
12,25,3227801
12,26,3225862
12,27,3226393
12,28,3223780
12,29,3220139
12,30,3216531
12,31,3216150
12,32,3211132
12,33,3209612
12,34,3206012
12,35,3203606
12,36,3199839
12,37,3190346
12,38,3189881
12,39,3191989
12,40,3193336
12,41,3185642
12,42,3180883
12,43,3185032
12,44,3183232
12,45,3181509
12,46,3178142
12,47,3174461
12,48,3178464
12,49,3178171
12,50,3180622
12,51,3177781
12,52,3175410
12,53,3178334
12,54,3173763
12,55,3172424
12,56,3176927
12,57,3176067
12,58,3175679
12,59,3172600
12,60,3173701
12,61,3176374
12,62,3175995
12,63,3174609
12,64,3177964
12,65,3175030
12,66,3177353
12,67,3176533
12,68,3177575
12,69,3174212
12,70,3173309
12,71,3175883
12,72,3173639
12,73,3173613
12,74,3170921
12,75,3173988
12,76,3179860
12,77,3180945
12,78,3184021
12,79,3186890
12,80,3186829
12,81,3184970
12,82,3181799
12,83,3180086
12,84,3179465
12,85,3179044
12,86,3177815
12,87,3180885
12,88,3179893
12,89,3178206
12,90,3176802
12,91,3180119
12,92,3177536
12,93,3182205
12,94,3180604
12,95,3181326
12,96,3180588
12,97,3179789
12,98,3181667
12,99,2386536
13,0,2439379
13,1,3249291
13,2,3251926
13,3,3248125
13,4,3245762
13,5,3247984
13,6,3245813
13,7,3246606
13,8,3246678
13,9,3248432
13,10,3251867
13,11,3254008
13,12,3249333
13,13,3245698
13,14,3243508
13,15,3242437
13,16,3241195
13,17,3242384
13,18,3245900
13,19,3247466
13,20,3247394
13,21,3245575
13,22,3242598
13,23,3238028
13,24,3236878
13,25,3230551
13,26,3228343
13,27,3229360
13,28,3228619
13,29,3223695
13,30,3220033
13,31,3217720
13,32,3209804
13,33,3207555
13,34,3204455
13,35,3199358
13,36,3194539
13,37,3190106
13,38,3187867
13,39,3185674
13,40,3187476
13,41,3184229
13,42,3182783
13,43,3181145
13,44,3179297
13,45,3179371
13,46,3175881
13,47,3175021
13,48,3176444
13,49,3173471
13,50,3177908
13,51,3180186
13,52,3177135
13,53,3175995
13,54,3172503
13,55,3173501
13,56,3177513
13,57,3176616
13,58,3174165
13,59,3172462
13,60,3173222
13,61,3178539
13,62,3177707
13,63,3178767
13,64,3177079
13,65,3175022
13,66,3180126
13,67,3177433
13,68,3178215
13,69,3174516
13,70,3171903
13,71,3174019
13,72,3171588
13,73,3170224
13,74,3171578
13,75,3174393
13,76,3176325
13,77,3173915
13,78,3178220
13,79,3184430
13,80,3184269
13,81,3181299
13,82,3179924
13,83,3182044
13,84,3180956
13,85,3180303
13,86,3177575
13,87,3178449
13,88,3179531
13,89,3178967
13,90,3176886
13,91,3179435
13,92,3179318
13,93,3183335
13,94,3182801
13,95,3183142
13,96,3177729
13,97,3175853
13,98,3179749
13,99,2383991
14,0,2436776
14,1,3247260
14,2,3250542
14,3,3248985
14,4,3245078
14,5,3246989
14,6,3243961
14,7,3248936
14,8,3249984
14,9,3251139
14,10,3254110
14,11,3257026
14,12,3258775
14,13,3251923
14,14,3245875
14,15,3241633
14,16,3244172
14,17,3246014
14,18,3248622
14,19,3248241
14,20,3247870
14,21,3242168
14,22,3239606
14,23,3237260
14,24,3238603
14,25,3235217
14,26,3230503
14,27,3228646
14,28,3228373
14,29,3222251
14,30,3218199
14,31,3214605
14,32,3211018
14,33,3207616
14,34,3204647
14,35,3197046
14,36,3188392
14,37,3189289
14,38,3185594
14,39,3181002
14,40,3180655
14,41,3181990
14,42,3177635
14,43,3173305
14,44,3174600
14,45,3175522
14,46,3174854
14,47,3172388
14,48,3171909
14,49,3170425
14,50,3174754
14,51,3174535
14,52,3175800
14,53,3175529
14,54,3171566
14,55,3171925
14,56,3174458
14,57,3174327
14,58,3172469
14,59,3175233
14,60,3175288
14,61,3176353
14,62,3178207
14,63,3179819
14,64,3180841
14,65,3179256
14,66,3180527
14,67,3177131
14,68,3179765
14,69,3176951
14,70,3172253
14,71,3172668
14,72,3174663
14,73,3172946
14,74,3173448
14,75,3175234
14,76,3176056
14,77,3176745
14,78,3177790
14,79,3180278
14,80,3181593
14,81,3181577
14,82,3179137
14,83,3182748
14,84,3182778
14,85,3180804
14,86,3180159
14,87,3180586
14,88,3180532
14,89,3175751
14,90,3174391
14,91,3177126
14,92,3178717
14,93,3181417
14,94,3178825
14,95,3181882
14,96,3176497
14,97,3174675
14,98,3176872
14,99,2382124
15,0,2439177
15,1,3251046
15,2,3251017
15,3,3249547
15,4,3248840
15,5,3250641
15,6,3247271
15,7,3247571
15,8,3249677
15,9,3253322
15,10,3253797
15,11,3254487
15,12,3256600
15,13,3251897
15,14,3245949
15,15,3244244
15,16,3246076
15,17,3246906
15,18,3246022
15,19,3248369
15,20,3249760
15,21,3243501
15,22,3242362
15,23,3241316
15,24,3242608
15,25,3237216
15,26,3233084
15,27,3231062
15,28,3226131
15,29,3221771
15,30,3219412
15,31,3215262
15,32,3209622
15,33,3205853
15,34,3203845
15,35,3194952
15,36,3187503
15,37,3189285
15,38,3180678
15,39,3173378
15,40,3177320
15,41,3177629
15,42,3174619
15,43,3172762
15,44,3171202
15,45,3171788
15,46,3173463
15,47,3171478
15,48,3170821
15,49,3170960
15,50,3171769
15,51,3170161
15,52,3170909
15,53,3173390
15,54,3174023
15,55,3172857
15,56,3172963
15,57,3171402
15,58,3169402
15,59,3173444
15,60,3179503
15,61,3179049
15,62,3179589
15,63,3179927
15,64,3183188
15,65,3180892
15,66,3181069
15,67,3178187
15,68,3180029
15,69,3176419
15,70,3173226
15,71,3172125
15,72,3173699
15,73,3171379
15,74,3172137
15,75,3172793
15,76,3175463
15,77,3174217
15,78,3176637
15,79,3177670
15,80,3177288
15,81,3177683
15,82,3175832
15,83,3179173
15,84,3176234
15,85,3176325
15,86,3178872
15,87,3181994
15,88,3180528
15,89,3179057
15,90,3176728
15,91,3178004
15,92,3179627
15,93,3178298
15,94,3172725
15,95,3174463
15,96,3173059
15,97,3176314
15,98,3174670
15,99,2380857
16,0,2441021
16,1,3251673
16,2,3250339
16,3,3249389
16,4,3247665
16,5,3250155
16,6,3251108
16,7,3252627
16,8,3252895
16,9,3254625
16,10,3256631
16,11,3254574
16,12,3255563
16,13,3251565
16,14,3247398
16,15,3247341
16,16,3250634
16,17,3251211
16,18,3247952
16,19,3247494
16,20,3250403
16,21,3248948
16,22,3247026
16,23,3243776
16,24,3241125
16,25,3239959
16,26,3235950
16,27,3233263
16,28,3227035
16,29,3219652
16,30,3215282
16,31,3213720
16,32,3208283
16,33,3203196
16,34,3201722
16,35,3197551
16,36,3192228
16,37,3186732
16,38,3183968
16,39,3174768
16,40,3175789
16,41,3170624
16,42,3169121
16,43,3171477
16,44,3168998
16,45,3169422
16,46,3168098
16,47,3168266
16,48,3167397
16,49,3168533
16,50,3169623
16,51,3167319
16,52,3169486
16,53,3169765
16,54,3172213
16,55,3173125
16,56,3174563
16,57,3173598
16,58,3170050
16,59,3171864
16,60,3174469
16,61,3174975
16,62,3179386
16,63,3178610
16,64,3181150
16,65,3179092
16,66,3179919
16,67,3179660
16,68,3179395
16,69,3177314
16,70,3175751
16,71,3173067
16,72,3172202
16,73,3172720
16,74,3174832
16,75,3173910
16,76,3176443
16,77,3175996
16,78,3177234
16,79,3173506
16,80,3174565
16,81,3174491
16,82,3173718
16,83,3175518
16,84,3175532
16,85,3177599
16,86,3174512
16,87,3176825
16,88,3177165
16,89,3177963
16,90,3178593
16,91,3175575
16,92,3175485
16,93,3177195
16,94,3174640
16,95,3171915
16,96,3169233
16,97,3171366
16,98,3170529
16,99,2377345
17,0,2438337
17,1,3251916
17,2,3247592
17,3,3250845
17,4,3249868
17,5,3252686
17,6,3253843
17,7,3256282
17,8,3256827
17,9,3254520
17,10,3255799
17,11,3253764
17,12,3255469
17,13,3250906
17,14,3248162
17,15,3248594
17,16,3250093
17,17,3248640
17,18,3247567
17,19,3245737
17,20,3251484
17,21,3250404
17,22,3249980
17,23,3247900
17,24,3244877
17,25,3243487
17,26,3237484
17,27,3232179
17,28,3229598
17,29,3223693
17,30,3216625
17,31,3215779
17,32,3208312
17,33,3204871
17,34,3202416
17,35,3196461
17,36,3191324
17,37,3181363
17,38,3180475
17,39,3170619
17,40,3171905
17,41,3173468
17,42,3171388
17,43,3169590
17,44,3169420
17,45,3171267
17,46,3168427
